Last Name,First and Middle,Area,Role,Years Served,,,,,,,,,,,,,,
Wharton,Frank H.,Miami-Dade,Mayor: Miami,1907-1911,,,,,,,,,,,,,,
Smith,Rodman Samuel,Miami-Dade,Mayor: Miami,1911-1913,,,,,,,,,,,,,,
Watson,John W. Sr.,Miami-Dade,Mayor: Miami,1913-1915,,,,,,,,,,,,,,
Henderson,Parker Adair,Miami-Dade,Mayor: Miami,1915-1917,,,,,,,,,,,,,,
Brack,William Jackson,Orange,Mayor: Orlando,1875-1877,,,,,,,,,,,,,,
Allen,Howard John ,Orange,Mayor: Orlando,1877-1878,,,,,,,,,,,,,,
Munger,Charles Henry,Orange,Mayor: Orlando,1878-1879,,,,,,,,,,,,,,
Hyer,Alex M.,Orange,Mayor: Orlando,1879-1880,,,,,,,,,,,,,,
Summerlin,Robert Lee,Orange,Mayor: Orlando,1880-1881,,,,,,,,,,,,,,
Sweet,Charles Dennison,Orange,Mayor: Orlando,1881-1882,,,,,,,,,,,,,,
Boone,Cassius Aurelius,Orange,Mayor: Orlando,1882-1883,,,,,,,,,,,,,,
Bryan,John Letcher ,Orange,Mayor: Orlando,1883-1885,,,,,,,,,,,,,,
Reel,Ephraim J.,Orange,Mayor: Orlando,1885-1887,,,,,,,,,,,,,,
Chipman,Foster Samuel,Orange,Mayor: Orlando,1887-1888,,,,,,,,,,,,,,
Marks,Mathew Robinson,Orange,Mayor: Orlando,1888-1891,,,,,,,,,,,,,,
Palmer,Willis Lucullus,Orange,Mayor: Orlando,1891-1893,,,,,,,,,,,,,,
Gore,Mahlon,Orange,Mayor: Orlando,1893-1896,,,,,,,,,,,,,,
Paramore,James B. ,Orange,Mayor: Orlando,1896-1902,,,,,,,,,,,,,,
Howard,Everett Clarence,Orange,Mayor: Orlando,1902-1902,,,,,,,,,,,,,,
Robinson,B. M.,Orange,Mayor: Orlando,1902-1904,,,,,,,,,,,,,,
Smith,Dr. James Horace,Orange,Mayor: Orlando,1904-1906,,,,,,,,,,,,,,
Beacham,Braxton,Orange,Mayor: Orlando,1906-1907,,,,,,,,,,,,,,
Jewell,William Henry,Orange,Mayor: Orlando,1907-1910,,,,,,,,,,,,,,
Reynolds,William Hayden,Orange,Mayor: Orlando,1910-1913,,,,,,,,,,,,,,
Sperry,E. Frank,Orange,Mayor: Orlando,1913-1916,,,,,,,,,,,,,,
Giles,James LeRoy,Orange,Mayor: Orlando,1916-1919,,,,,,,,,,,,,,
Lancaster,Joesph B.,Hillsborough,Mayor: Tampa,1856-1856,,,,,,,,,,,,,,
Branch,Darwin A.,Hillsborough,Mayor: Tampa,1856-1856,,,,,,,,,,,,,,
DeLaunay,Alfonso,Hillsborough,Mayor: Tampa,1856-1857,,,,,,,,,,,,,,
Branch,Darwin A.,Hillsborough,Mayor: Tampa,1857-1858,,,,,,,,,,,,,,
Post,Madison,Hillsborough,Mayor: Tampa,1858-1859,,,,,,,,,,,,,,
McKay,James Sr.,Hillsborough,Mayor: Tampa,1859-1860,,,,,,,,,,,,,,
Crichton,John P.,Hillsborough,Mayor: Tampa,1860-1861,,,,,,,,,,,,,,
Snell,Hamlin V.,Hillsborough,Mayor: Tampa,1861-1862,,,,,,,,,,,,,,
Jackson,John,Hillsborough,Mayor: Tampa,1862-1862,,,,,,,,,,,,,,
Clarke,Edward A.,Hillsborough,Mayor: Tampa,1866-1867,,,,,,,,,,,,,,
Ferris,Josia A.,Hillsborough,Mayor: Tampa,1867-1869,,,,,,,,,,,,,,
Lesley,John T.,Hillsborough,Mayor: Tampa,1869-1869,,,,,,,,,,,,,,
Henderson,John A.,Hillsborough,Mayor: Tampa,1870-1872,,,,,,,,,,,,,,
Lipscomb,James E.,Hillsborough,Mayor: Tampa,1873-1876,,,,,,,,,,,,,,
Lovering,Harian P.,Hillsborough,Mayor: Tampa,1876-1877,,,,,,,,,,,,,,
Jackson,Thomas,Hillsborough,Mayor: Tampa,1877-1880,,,,,,,,,,,,,,
Wall,John P.,Hillsborough,Mayor: Tampa,1878-1880,,,,,,,,,,,,,,
Ferris,Henry C.,Hillsborough,Mayor: Tampa,1880-1881,,,,,,,,,,,,,,
Haynsworth,Mathew E.,Hillsborough,Mayor: Tampa,1881-1881,,,,,,,,,,,,,,
Sparkman,George B.,Hillsborough,Mayor: Tampa,1881-1883,,,,,,,,,,,,,,
Post,Duff,Hillsborough,Mayor: Tampa,1883-1886,,,,,,,,,,,,,,
Glogowski,Herman,Hillsborough,Mayor: Tampa,1886-1887,,,,,,,,,,,,,,
Sparkman,George B.,Hillsborough,Mayor: Tampa,1887-1888,,,,,,,,,,,,,,
Glogowski,Herman,Hillsborough,Mayor: Tampa,1888-1888,,,,,,,,,,,,,,
Jackson,Thomas,Hillsborough,Mayor: Tampa,1889-1890,,,,,,,,,,,,,,
Glogowski,Herman,Hillsborough,Mayor: Tampa,1890-1891,,,,,,,,,,,,,,
Post ,Duff,Hillsborough,Mayor: Tampa,1891-1892,,,,,,,,,,,,,,
Glogowski,Herman,Hillsborough,Mayor: Tampa,1892-1893,,,,,,,,,,,,,,
Salomonson,Frederick A.,Hillsborough,Mayor: Tampa,1893-1894,,,,,,,,,,,,,,
Easley,Robert W.,Hillsborough,Mayor: Tampa,1894-1895,,,,,,,,,,,,,,
Salomonson,Frederick A.,Hillsborough,Mayor: Tampa,1895-1896,,,,,,,,,,,,,,
Gillet,Myron E.,Hillsborough,Mayor: Tampa,1896-1898,,,,,,,,,,,,,,
Bowyer,Frank C.,Hillsborough,Mayor: Tampa,1898-1900,,,,,,,,,,,,,,
Wing,Franic L.,Hillsborough,Mayor: Tampa,1900-1902,,,,,,,,,,,,,,
McKay ,James Jr.,Hillsborough,Mayor: Tampa,1902-1904,,,,,,,,,,,,,,
Salomonson,Frederick A.,Hillsborough,Mayor: Tampa,1904-1906,,,,,,,,,,,,,,
Frecker,William H.,Hillsborough,Mayor: Tampa,1906-1908,,,,,,,,,,,,,,
Wing,Francis L.,Hillsborough,Mayor: Tampa,1908-1910,,,,,,,,,,,,,,
McKay,Donald B.,Hillsborough,Mayor: Tampa,1910-1920,,,,,,,,,,,,,,
Teasdale,Henry R.,Putnam,Mayor: Palatka ,1879,,,,,,,,,,,,,,
Teasdale,Henry R.,Putnam,Mayor: Palatka ,1886,,,,,,,,,,,,,,
Teasdale,Henry R.,Putnam,Mayor: Palatka ,1887,,,,,,,,,,,,,,
Crill,Dr. Edward S.,Putnam,Mayor: Palatka ,1891,,,,,,,,,,,,,,
Grooms,Benjamin J.,Putnam,Mayor: Palatka ,1895,,,,,,,,,,,,,,
Steen,Dr. A M.,Putnam,Mayor: Palatka ,1903,,,,,,,,,,,,,,
Davis,Howel A.,Putnam,Mayor: Palatka ,1908,,,,,,,,,,,,,,
Branch,Edward P.,Brevard,Mayor: Eau Gallie/Melbourne,1892-1893,,,,,,,,,,,,,,
Campbell,C. J. F.,Brevard ,Mayor: Eau Gallie/Melbourne,1888-1889,,,,,,,,,,,,,,
Creel,William Jackson,Brevard,Mayor: Eau Gallie/Melbourne,1913-1915,,,,,,,,,,,,,,
Houston,John Caroll IV,Brevard,Mayor: Eau Gallie/Melbourne,1897-1888,,,,,,,,,,,,,,
Houston,John Caroll IV,Brevard,Mayor: Eau Gallie/Melbourne,1902-1903,,,,,,,,,,,,,,
Houston,John Caroll IV,Brevard,Mayor: Eau Gallie/Melbourne,1910-1911,,,,,,,,,,,,,,
Rosech,William,Brevard,Mayor: Eau Gallie/Melbourne,1896-1897,,,,,,,,,,,,,M,I
Rosech,William,Brevard,Mayor: Eau Gallie/Melbourne,1901-1902,,,,,,,,,,,,,M,I
Rosech,William,Brevard,Mayor: Eau Gallie/Melbourne,1905-1906,,,,,,,,,,,,,M,I
Rosech,William,Brevard,Mayor: Eau Gallie/Melbourne,1908-1909,,,,,,,,,,,,,M,I
Stewart,Charles Hutchins,Brevard,Mayor: Eau Gallie/Melbourne,1890-1891,,,,,,,,,,,,,M,I
Stewart,Charles Hutchins,Brevard,Mayor: Eau Gallie/Melbourne,1902-1905,,,,,,,,,,,,,M,I
Moffett,David,Pinellas,Mayor: St. Pete,1892-1893,,,,,,,,,,,,,,
Benton,Wm. H.,Pinellas,Mayor: St. Pete,1893-1893,,,,,,,,,,,,,,
Murray,David,Pinellas,Mayor: St. Pete,1893-1894,,,,,,,,,,,,,,
Hibbs ,H. W.,Pinellas,Mayor: St. Pete,1894-1896,,,,,,,,,,,,,,
Armistead,J. A.,Pinellas,Mayor: St. Pete,1896-1899,,,,,,,,,,,,,,
Harrison,Edgar,Pinellas,Mayor: St. Pete,1899-1900,,,,,,,,,,,,,,
Armistead,J. A.,Pinellas,Mayor: St. Pete,1900-1901,,,,,,,,,,,,,,
Harrison,Edgar,Pinellas,Mayor: St. Pete,1901-1902,,,,,,,,,,,,,,
Thomas,R. H.,Pinellas,Mayor: St. Pete,1902-1903,,,,,,,,,,,,,,
Edwards,George,Pinellas,Mayor: St. Pete,1903-1904,,,,,,,,,,,,,,
Thomas,R. H.,Pinellas,Mayor: St. Pete,1904-1906,,,,,,,,,,,,,,
Northrup,T. J.,Pinellas,Mayor: St. Pete,1906-1908,,,,,,,,,,,,,,
Murphy,Dr. Hugh A.,Pinellas,Mayor: St. Pete,1908-1910,,,,,,,,,,,,,,
Blocker,A. T.,Pinellas,Mayor: St. Pete,1910-1912,,,,,,,,,,,,,,
Pheil,A. C.,Pinellas,Mayor: St. Pete,1912-1913,,,,,,,,,,,,,,
BradShaw,J. G.,Pinellas,Mayor: St. Pete,1913-1916,,,,,,,,,,,,,,
Crane,James E.,Pinellas,Mayor: Clearwater,1891,,,,,,,,,,,,,,
Kidder,Daniel S.,Pinellas,Mayor: Clearwater,1901-1902,,,,,,,,,,,,,,
Bennett,J. F.,Pinellas,Mayor: Clearwater,1902-1903,,,,,,,,,,,,,,
Padgett,R. H.,Pinellas,Mayor: Clearwater,1904-1905,,,,,,,,,,,,,,
Jeffords,J. R,Pinellas,Mayor: Clearwater,1905-1906,,,,,,,,,,,,,,
Brandon,Leroy J.,Pinellas,Mayor: Clearwater,1907-1909,,,,,,,,,,,,,,
Pearce,E. L.,Pinellas,Mayor: Clearwater,1909-1910,,,,,,,,,,,,,,
Sloan ,AE,Pinellas,Mayor: Clearwater,1910-1911,,,,,,,,,,,,,,
Evans,C. H.,Pinellas,Mayor: Clearwater,1911-1914,,,,,,,,,,,,,,
Jeffords,J. R.,Pinellas,Mayor: Clearwater,1914-1915,,,,,,,,,,,,,,
Thomas,John R.,Pinellas,Mayor: Clearwater,1916-1917,,,,,,,,,,,,,,
Gilespie,J. Hamilton,Sarsota,Mayor: Sarasota,1902-1907,,,,,,,,,,,,,,
Chapline,J. B.,Sarsota,Mayor: Sarasota,1907-1908,,,,,,,,,,,,,,
Franklin,G. W.,Sarsota,Mayor: Sarasota,1908-1909,,,,,,,,,,,,,,
Gilespie,J. Hamilton,Sarsota,Mayor: Sarasota,1909-1910,,,,,,,,,,,,,,
Smith ,Hamden S.,Sarsota,Mayor: Sarasota,1910-1911,,,,,,,,,,,,,,
Higel,Harry H.,Sarsota,Mayor: Sarasota,1911-1914,,,,,,,,,,,,,,
Edwards,A. B.,Sarsota,Mayor: Sarasota,1914-1916,,,,,,,,,,,,,,
Benjamin,Sawyer,Monroe,Mayor: Key West,1844-1846,,,,,,,,,,,,,,
Maloney,Walter C.,Monroe,Mayor: Key West,1846-1848,,,,,,,,,,,,,,
Patterson,Alexander,Monroe,Mayor: Key West,1848-1852,,,,,,,,,,,,,,
Moreno,Fernando J.,Monroe,Mayor: Key West,1852-1853,,,,,,,,,,,,,,
Porter,John W.,Monroe,Mayor: Key West,1853-1854,,,,,,,,,,,,,,
Curry,William,Monroe,Mayor: Key West,1854-1855,,,,,,,,,,,,,,
Fontaine,Philip J.,Monroe,Mayor: Key West,1855-1856,,,,,,,,,,,,,,
Patterson,Alexander,Monroe,Mayor: Key West,1856-1857,,,,,,,,,,,,,,
Baldwin,John P.,Monroe,Mayor: Key West,1857-1861,,,,,,,,,,,,,,
Marvin ,William,Monroe,Mayor: Key West,1861-1861,,,,,,,,,,,,,,
Patterson,Alexander,Monroe,Mayor: Key West,1861-1864,,,,,,,,,,,,,,
Gwynn,E. O.,Monroe,Mayor: Key West,1864-1865,,,,,,,,,,,,,,
Patterson,Alexander,Monroe,Mayor: Key West,1865-1866,,,,,,,,,,,,,,
Marvin ,William,Monroe,Mayor: Key West,1866-1866,,,,,,,,,,,,,,
Gwynn,E. O.,Monroe,Mayor: Key West,1866-1867,,,,,,,,,,,,,,
Patterson,Alexander,Monroe,Mayor: Key West,1867-1868,,,,,,,,,,,,,,
Mulrennan,Henry,Monroe,Mayor: Key West,1868-1868,,,,,,,,,,,,,,
Allen,W. S.,Monroe,Mayor: Key West,1868-1868,,,,,,,,,,,,,,
Whitehurst,Dr. D. W. ,Monroe,Mayor: Key West,1868-1869,,,,,,,,,,,,,,
Mulrennan,Henry,Monroe,Mayor: Key West,1870-1870,,,,,,,,,,,,,,
Browne,Joesph B.,Monroe,Mayor: Key West,1870-1871,,,,,,,,,,,,,,
Cash,William D.,Monroe,Mayor: Key West,1871-1872,,,,,,,,,,,,,,
Bethel,Winer,Monroe,Mayor: Key West,1872-1873,,,,,,,,,,,,,,
Allen,W. S.,Monroe,Mayor: Key West,1873-1874,,,,,,,,,,,,,,
Gwynn,E. O.,Monroe,Mayor: Key West,1874-1875,,,,,,,,,,,,,,
de Cespedes,Carloes M.,Monroe,Mayor: Key West,1875-1876,,,,,,,,,,,,,,
Bethel,Livingston W.,Monroe,Mayor: Key West,1876-1880,,,,,,,,,,,,,,
Perry,Robert Jasper,Monroe,Mayor: Key West,1880-1881,,,,,,,,,,,,,,
Gwynn,E.O.,Monroe,Mayor: Key West,1881-1882,,,,,,,,,,,,,,
McClintock,WIlliam,Monroe,Mayor: Key West,1882-1883,,,,,,,,,,,,,,
Monsalvatage,R. Alfred,Monroe,Mayor: Key West,1883-1885,,,,,,,,,,,,,,
Jones,James G.,Monroe,Mayor: Key West,1886-1886,,,,,,,,,,,,,,
Plummer,J.W.V.R,Monroe,Mayor: Key West,1886-1888,,,,,,,,,,,,,,
Waddell,James A.,Monroe,Mayor: Key West,1888-1889,,,,,,,,,,,,,,
Maloney,Walter C. Jr,Monroe,Mayor: Key West,1889-1891,,,,,,,,,,,,,,
Perry,Robert Japser,Monroe,Mayor: Key West,1891-1895,,,,,,,,,,,,,,
Waddell,James A.,Monroe,Mayor: Key West,1895-1897,,,,,,,,,,,,,,
Maloney,John B.,Monroe,Mayor: Key West,1897-1898,,,,,,,,,,,,,,
Bartlum,George L.,Monroe,Mayor: Key West,1898-1903,,,,,,,,,,,,,,
Trevor ,Benjamin D.,Monroe,Mayor: Key West,1903-1905,,,,,,,,,,,,,,
Babcock,George L.,Monroe,Mayor: Key West,1905-1907,,,,,,,,,,,,,,
Fogarty,Dr. Joseph N.,Monroe,Mayor: Key West,1907-1915,,,,,,,,,,,,,,
Thompson,Norberg,Monroe,Mayor: Key West,1915-1917,,,,,,,,,,,,,,
Cabell,Edward Carrington,Leon,Federal House Representative ,1845-1853,,,,,,,,,,,,,,
Brockenbrough,William Henry,Mosquito,Federal House Representative ,1846-1847,,,,,,,,,,,,,,
Maxwell,Augustus,Escambia,Federal House Representative ,1853-1857,,,,,,,,,,,,,,
Hawkins,George Sydney,Franklin,Federal House Representative,1857-1861,,,,,,,,,,,,,,
Hamilton,Charles Mann,Miami-Dade,Federal House Representative,1868-1871,,,,,,,,,,,,,,
Walls,Josiah T.,Alachua,Federal House Representative,1871-1876,,,,,,,,,,,,,,
Niblack,Silas L/,Columbia,Federal House Representative,1873-1873,,,,,,,,,,,,,,
Purman,William J.,Leon,Federal House Representative,1873-1877,,,,,,,,,,,,,,
Finley,Jesse J.,Jackson,Federal House Representative,1876-1877,,,,,,,,,,,,,,
Finley,Jesse J.,Jackson,Federal House Representative,1879-1879,,,,,,,,,,,,,,
Finley,Jesse J.,Jackson,Federal House Representative,1881-1882,,,,,,,,,,,,,,
Bisbee,Horatio Jr.,Duval,Federal House Representative,1887-1879,,,,,,,,,,,,,,
Bisbee,Horatio Jr.,Duval,Federal House Representative,1881-1885,,,,,,,,,,,,,,
Davidson,Robert H.,Gadsden,Federal House Representative,1877-1891,,,,,,,,,,,,,,
Hull,Noble A.,Duval,Federal House Representative,1879-1881,,,,,,,,,,,,,,
Dougherty,Charles,Volusia,Federal House Representative,1885-1889,,,,,,,,,,,,,,
Bullock,Robert,Marion,Federal House Representative,1889-1893,,,,,,,,,,,,,,
Mallory,Stephan Jr.,Escambia,Federal House Representative,1891-1895,,,,,,,,,,,,,,
Cooper,Charles Merian,Duval,Federal House Representative,1885-1889,,,,,,,,,,,,,,
Sparkman,Stephen M.,Hernando,Federal House Representative,1895-1917,,,,,,,,,,,,,,
Lamar,William Bailey,Jefferson,Federal House Representative,1903-1909,,,,,,,,,,,,,,
Clark,Frank,Duval,Federal House Representative,1905-1925,,,,,,,,,,,,,,
Mays,Dannite Hill Mays,Jefferson,Federal House Representative,1909-1913,,,,,,,,,,,,,,
L'Engle,Claude,Duval,Federal House Representative,1913-1915,,,,,,,,,,,,,,
Wilson,Emmett,Escambia,Federal House Representative,1913-1917,,,,,,,,,,,,,,
Sears,William Joesph,Osceola,Federal House Representative,1915-1929,,,,,,,,,,,,,,
Abbott,William S.,Volusia,State House Representative: Florida,1873,,,,,,,,,,,,,,
Abercrombie,James,1st District,State Senator: Florida ,1860-1865,,,,,,,,,,,,,,
Abernethy,Benjamin C.,Orange,State House Representative: Florida,1907,,,,,,,,,,,,,,
Aocsta,St. Elmo W. ,Duval,State House Representative: Florida,1913,,,,,,,,,,,,,,
Arcee,Columbus S.,Oesceola,State House Representative: Florida,1909-1912,,,,,,,,,,,,,,
Aldair ,J. R. ,Florida ,Senate Sergeant at Arms,1915,,,,,,,,,,,,,,
Adams,Frank,30th District,State Senator: Florida ,1895-1907,,,,,,,,,,,,,,
Adams,Hamilton Seagrave,Volusia,State House Representative: Florida,1885,,,,,,,,,,,,,,
Adams,Robert Watkins,11th District,State Senator: Florida ,1871-1872,,,,,,,,,,,,,,
Adkins,Andrew Zenas,15th District,State Senator: Florida ,1909-1915,,,,,,,,,,,,,,
Adkins,James Calhoun Sr.,Alachua,State House Representative: Florida,1913-1915,,,,,,,,,,,,,,
Alba ,Peter,1st District,State Senator: Florida ,1826-1828,,,,,,,,,,,,,,
Albury,William D.,Dade,State House Representative: Florida,1889,,,,,,,,,,,,,,
Alden,George J.,1st District,State Senator: Florida ,1868,,,,,,,,,,,,,,
Aldrich,Louis,Alachua,State House Representative: Florida,1846-1847,,,,,,,,,,,,,,
Aldrich,Louis,Alachua,State Senator: Florida ,1848,,,,,,,,,,,,,,
Alexander,Amos M,Leon,State House Representative: Florida,1845,,,,,,,,,,,,,,
Alexander,A. H.,Volusia,State House Representative: Florida,1871-1872,,,,,,,,,,,,,,
Alexander,Edward I. Sr.,Madison,State House Representative: Florida,1887-1879,,,,,,,,,,,,,,
Alexander,Edward I. Sr.,Madison,State House Representative: Florida,1885,,,,,,,,,,,,,,
Alexander ,James Evans,Volusia,State House Representative: Florida,1893,,,,,,,,,,,,,,
Alexander ,James Evans,Volusia,State House Representative: Florida,1909,,,,,,,,,,,,,,
Alexander ,James Evans,28th District ,State Senator: Florida ,1917,,,,,,,,,,,,,,
Alford,A. J.,5th District,State Senator: Florida ,1905-1907,,,,,,,,,,,,,,
Alford,Hansford R.,Columbia,State House Representative: Florida,1856,,,,,,,,,,,,,,
Allen ,Benjamin F.,Leon,State House Representative: Florida,1850-1852,,,,,,,,,,,,,,
Allen,E. A.,Hernando,State House Representative: Florida,1871-1872,,,,,,,,,,,,,,
Allen ,George W.,24th District,State Senator: Florida ,1879-1885,,,,,,,,,,,,,,
Kurkindolle,Allison Abraham,Gadsden,State House Representative: Florida,1845-1847,,,,,,,,,,,,,,
Kurkindolle,Allison Abraham,Gadsden,State Senator: Florida ,1862-1864,,,,,,,,,,,,,,
Allison,C. E. L.,Gadsden,State House Representative: Florida,1864,,,,,,,,,,,,,,
Allisson,Robert F.,Suwannee,State House Representative: Florida,1883,,,,,,,,,,,,,,
Altman,William L.,Hamilton,State House Representative: Florida,1885,,,,,,,,,,,,,,
Amos ,E. D.,Santa Rosa,State House Representative: Florida,1843,,,,,,,,,,,,,,
Amos ,Ernest,Santa Rosa,State House Representative: Florida,1901,,,,,,,,,,,,,,
Amos ,James M.,Santa Rosa,State House Representative: Florida,1863,,,,,,,,,,,,,,
Amos,Lawrence A.,Santa Rosa,State House Representative: Florida,1861,,,,,,,,,,,,,,
Anderson,John H.,Duval,State House Representative: Florida,1887,,,,,,,,,,,,,,
Anderson,Robert Hargis,Escambia,State House Representative: Florida,1915,,,,,,,,,,,,,,
Anderson,Samuel,Duval,State House Representative: Florida,1887,,,,,,,,,,,,,,
Anderson,Stephen W.,Washington,State House Representative: Florida,1901,,,,,,,,,,,,,,
Walker,Anderson,Escambia,State House Representative: Florida,1840,,,,,,,,,,,,,,
Walker,Anderson,Escambia,State House Representative: Florida,1850,,,,,,,,,,,,,,
Walker,Anderson,Escambia,State Senator: Florida ,1845,,,,,,,,,,,,,,
Anderson,William E.,Jackson,State House Representative: Florida,1866,,,,,,,,,,,,,,
Andreu,Lawrence,St. Johns,State House Representative: Florida,1862-1863,,,,,,,,,,,,,,
Andrews,Aaron Dennis,Bradford,State House Representative: Florida,1913-1915,,,,,,,,,,,,,,
Andrews,"W. H,",Florida ,House Sergeant at Arms,1861,,,,,,,,,,,,,,
Angel ,Charles,Nassau,State House Representative: Florida,1861,,,,,,,,,,,,,,
Ange ,Allie J.,Polk,State House Representative: Florida,1911-1912,,,,,,,,,,,,,,
Appleyard,Thomas Jefferson,Florida ,State Senator: Florida ,1895-1905,,,,,,,,,,,,,,
Anthorp,William Lee,Florida ,State Senator: Florida ,1868,,,,,,,,,,,,,,
Anthorp,William Lee,Florida ,State Senator: Florida ,1872,,,,,,,,,,,,,,
Archer,Hugh,Leon,State House Representative: Florida,1842-1845,,,,,,,,,,,,,,
Archer,Hugh,Leon,State House Representative: Florida,1850,,,,,,,,,,,,,,
Archer,Hugh,Leon,State Senator: Florida ,1846,,,,,,,,,,,,,,
Arendell,William H.,Jefferson,State House Representative: Florida,1861-1863,,,,,,,,,,,,,,
Armistead,L. C.,Jackson,State House Representative: Florida,1865-1866,,,,,,,,,,,,,,
Armstrong,Josiah Haynes,Columbia,State House Representative: Florida,1871-1872,,,,,,,,,,,,,,
Armstrong,Josiah Haynes,Columbia,State House Representative: Florida,1875,,,,,,,,,,,,,,
Arnau,Paul,St. Johns,State House Representative: Florida,1856,,,,,,,,,,,,,,
Arnau,Paul,St. Johns,State House Representative: Florida,1865-1866,,,,,,,,,,,,,,
Arnau,Paul,St. Johns,State House Representative: Florida,1879,,,,,,,,,,,,,,
Arnou,Francis ,Calhoun,State House Representative: Florida,1842-1844,,,,,,,,,,,,,,
Arnou,Francis ,Calhoun,State House Representative: Florida,1847,,,,,,,,,,,,,,
Arnow ,George J.,Alachua,State House Representative: Florida,1879,,,,,,,,,,,,,,
Arnow ,J. M.,14th District,State Senator: Florida ,1862-1864,,,,,,,,,,,,,,
Ashmore,Robert W.,Wakulla,State House Representative: Florida,1879,,,,,,,,,,,,,,
Ashmore,Robert W.,Wakulla,State House Representative: Florida,1885,,,,,,,,,,,,,,
Atkins,James A.,5th District,State Senator: Florida ,1868-1872,,,,,,,,,,,,,,
Atkins,Joel P.,Calhoun,State House Representative: Florida,1862-1864,,,,,,,,,,,,,,
Atkins,Joel P.,Calhoun,State House Representative: Florida,1873-1874,,,,,,,,,,,,,,
Atkins ,Joesph A.,Franklin,State House Representative: Florida,1865-1866,,,,,,,,,,,,,,
Atkins ,Joesph A.,Franklin,State House Representative: Florida,1873-1874,,,,,,,,,,,,,,
Atkins,Thomas Morris,Sumter,State House Representative: Florida,1889,,,,,,,,,,,,,,
Atkins,H. T.,Brevard,State House Representative: Florida,1891,,,,,,,,,,,,,,
Atwater,William J.,Florida ,House Sergeant at Arms,1847-1858,,,,,,,,,,,,,,
Auld ,I. M.,Florida ,Senate Sergeant at Arms,1883,,,,,,,,,,,,,,
Austin,Joesph,7th District,State Senator: Florida ,1846-1850,,,,,,,,,,,,,,
Austin,Oscar E.,Putnam,State House Representative: Florida,1868,,,,,,,,,,,,,,
Avant,H. L.,Columbia,State House Representative: Florida,1907,,,,,,,,,,,,,,
Avery,Charles F.,Leon,State House Representative: Florida,1875,,,,,,,,,,,,,,
Avery ,J. Campbell Jr.,Escambia,State House Representative: Florida,1905,,,,,,,,,,,,,,
Avery,Owen M.,Escambia,State House Representative: Florida,1846,,,,,,,,,,,,,,
Avery,Owen M.,Escambia,State House Representative: Florida,1847-1850,,,,,,,,,,,,,,
Avery,Owen M.,Escambia,State House Representative: Florida,1862-1864,,,,,,,,,,,,,,
Ayer,Alfred,Hamilton,State House Representative: Florida,1897,,,,,,,,,,,,,,
Babcock,W. H.,Florida ,State Senator: Florida ,1881-1883,,,,,,,,,,,,,,
Baggett,Michael Oliver,Escambia,State House Representative: Florida,1897-1899,,,,,,,,,,,,,,
Baggett,Michael Oliver,Escambia,State House Representative: Florida,1907,,,,,,,,,,,,,,
Baggett,Michael Oliver,Escambia,State House Representative: Florida,1917,,,,,,,,,,,,,,
Bailey ,Edward Bradford,22nd District,State Senator: Florida ,1889,,,,,,,,,,,,,,
Bailey ,Edward Bradford,22nd District,State Senator: Florida ,1895-1897,,,,,,,,,,,,,,
Bailey ,Edward Bradford,22nd District,State Senator: Florida ,1903-1905,,,,,,,,,,,,,,
Bailey ,James Stacy,16th District,State Senator: Florida ,1889,,,,,,,,,,,,,,
Baisden,Josiah T.,Hamilton,State House Representative: Florida,1848,,,,,,,,,,,,,,
Baisden,Josiah T.,Columbia,State House Representative: Florida,1854,,,,,,,,,,,,,,
Baker,Beverly ,Jackson,State House Representative: Florida,1891,,,,,,,,,,,,,,
Baker,Bolling,Gadsden,State House Representative: Florida,1850,,,,,,,,,,,,,,
Baker,Bolling,Gadsden,State Senator: Florida ,1865,,,,,,,,,,,,,,
Baker,David Hume,Sumter,State House Representative: Florida,1897,,,,,,,,,,,,,,
Baker,David Hume,20th District,State House Representative: Florida,1899-1901,,,,,,,,,,,,,,
Baker,David Hume,20th District,State House Representative: Florida,1907,,,,,,,,,,,,,,
Baker,Edward,Florida ,House Sergeant at Arms,1868,,,,,,,,,,,,,,
Baker,Henry C.,16th District,State Senator: Florida ,1883-1885,,,,,,,,,,,,,,
Baker,J. H.,14th District,State Senator: Florida ,1865-1866,,,,,,,,,,,,,,
Baker,J. McRobert,19th District,State Senator: Florida ,1856-1859,,,,,,,,,,,,,,
Baker,James S.,Jackson,State House Representative: Florida,1864,,,,,,,,,,,,,,
Baker,Lawrence,Jackson,State House Representative: Florida,1883,,,,,,,,,,,,,,
Baker,W. J.,Hernando,State House Representative: Florida,1879,,,,,,,,,,,,,,
Baker,William E.,Clay,State House Representative: Florida,1903-1905,,,,,,,,,,,,,,
Baker,William E.,29th District,State Senator: Florida ,1909-1912,,,,,,,,,,,,,,
Baker,William E.,29th District,State Senator: Florida ,1909-1912,,,,,,,,,,,,,,
Baldwin,Dr. Abel Seymour,Duval,State House Representative: Florida,1852,,,,,,,,,,,,,,
Baldwin,Dr. Abel Seymour,Duval,State House Representative: Florida,1858-1861,,,,,,,,,,,,,,
Baldwin,John P.,Dade,State House Representative: Florida,1844-1845,,,,,,,,,,,,,,
Baldwin,John P.,Monroe,State House Representative: Florida,1848,,,,,,,,,,,,,,
Baldwin,John P.,19th District,State Senator: Florida ,1850-1852,,,,,,,,,,,,,,
